disease_id,icd9cm,name
382,132.0,PEDICULUS CAPITIS [HEAD LOUSE]
383,132.1,PEDICULUS CORPORIS [BODY LOUSE]
384,132.2,PHTHIRUS PUBIS [PUBIC LOUSE]
385,132.9,"PEDICULOSIS, UNSPECIFIED"
386,133.0,SCABIES
387,133.8,OTHER ACARIASIS
388,133.9,"ACARIASIS, UNSPECIFIED"
389,134.0,MYIASIS
390,134.1,OTHER ARTHROPOD INFESTATION
391,134.8,OTHER SPECIFIED INFESTATIONS
392,134.9,"INFESTATION, UNSPECIFIED"
393,135,SARCOIDOSIS
394,136.1,BEHCET'S SYNDROME
395,136.21,SPECIFIC INFECTION DUE TO ACANTHAMOEBA
396,136.3,PNEUMOCYSTOSIS
397,136.8,OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES
398,136.9,UNSPECIFIED INFECTIOUS AND PARASITIC DISEASES
399,137.0,LATE EFFECTS OF RESPIRATORY OR UNSPECIFIED TUBERCULOSIS
400,138,LATE EFFECTS OF ACUTE POLIOMYELITIS
401,139.0,LATE EFFECTS OF VIRAL ENCEPHALITIS
402,139.8,LATE EFFECTS OF OTHER AND UNSPECIFIED INFECTIOUS AND PARASITIC DISEASES
403,140.0,"MALIGNANT NEOPLASM OF UPPER LIP, VERMILION BORDER"
404,140.1,"MALIGNANT NEOPLASM OF LOWER LIP, VERMILION BORDER"
405,140.3,"MALIGNANT NEOPLASM OF UPPER LIP, INNER ASPECT"
406,140.4,"MALIGNANT NEOPLASM OF LOWER LIP, INNER ASPECT"
407,140.5,"MALIGNANT NEOPLASM OF LIP, UNSPECIFIED, INNER ASPECT"
408,140.6,MALIGNANT NEOPLASM OF COMMISSURE OF LIP
409,140.8,MALIGNANT NEOPLASM OF OTHER SITES OF LIP
410,140.9,"MALIGNANT NEOPLASM OF LIP, UNSPECIFIED, VERMILION BORDER"
411,141.0,MALIGNANT NEOPLASM OF BASE OF TONGUE
412,141.1,MALIGNANT NEOPLASM OF DORSAL SURFACE OF TONGUE
413,141.2,MALIGNANT NEOPLASM OF TIP AND LATERAL BORDER OF TONGUE
414,141.3,MALIGNANT NEOPLASM OF VENTRAL SURFACE OF TONGUE
415,141.4,"MALIGNANT NEOPLASM OF ANTERIOR TWO-THIRDS OF TONGUE, PART UNSPECIFIED"
416,141.6,MALIGNANT NEOPLASM OF LINGUAL TONSIL
417,141.8,MALIGNANT NEOPLASM OF OTHER SITES OF TONGUE
418,141.9,"MALIGNANT NEOPLASM OF TONGUE, UNSPECIFIED"
419,142.0,MALIGNANT NEOPLASM OF PAROTID GLAND
420,142.1,MALIGNANT NEOPLASM OF SUBMANDIBULAR GLAND
421,142.2,MALIGNANT NEOPLASM OF SUBLINGUAL GLAND
422,142.8,MALIGNANT NEOPLASM OF OTHER MAJOR SALIVARY GLANDS
423,142.9,"MALIGNANT NEOPLASM OF SALIVARY GLAND, UNSPECIFIED"
424,143.0,MALIGNANT NEOPLASM OF UPPER GUM
425,143.1,MALIGNANT NEOPLASM OF LOWER GUM
426,143.8,MALIGNANT NEOPLASM OF OTHER SITES OF GUM
427,143.9,"MALIGNANT NEOPLASM OF GUM, UNSPECIFIED"
428,144.0,MALIGNANT NEOPLASM OF ANTERIOR PORTION OF FLOOR OF MOUTH
429,144.1,MALIGNANT NEOPLASM OF LATERAL PORTION OF FLOOR OF MOUTH
430,144.8,MALIGNANT NEOPLASM OF OTHER SITES OF FLOOR OF MOUTH
431,144.9,"MALIGNANT NEOPLASM OF FLOOR OF MOUTH, PART UNSPECIFIED"
432,145.0,MALIGNANT NEOPLASM OF CHEEK MUCOSA
433,145.1,MALIGNANT NEOPLASM OF VESTIBULE OF MOUTH
434,145.2,MALIGNANT NEOPLASM OF HARD PALATE
435,145.3,MALIGNANT NEOPLASM OF SOFT PALATE
436,145.4,MALIGNANT NEOPLASM OF UVULA
437,145.5,"MALIGNANT NEOPLASM OF PALATE, UNSPECIFIED"
438,145.6,MALIGNANT NEOPLASM OF RETROMOLAR AREA
439,145.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED PARTS OF MOUTH
440,145.9,"MALIGNANT NEOPLASM OF MOUTH, UNSPECIFIED"
441,146.0,MALIGNANT NEOPLASM OF TONSIL
442,146.1,MALIGNANT NEOPLASM OF TONSILLAR FOSSA
443,146.2,MALIGNANT NEOPLASM OF TONSILLAR PILLARS (ANTERIOR) (POSTERIOR)
444,146.3,MALIGNANT NEOPLASM OF VALLECULA EPIGLOTTICA
445,146.6,MALIGNANT NEOPLASM OF LATERAL WALL OF OROPHARYNX
446,146.7,MALIGNANT NEOPLASM OF POSTERIOR WALL OF OROPHARYNX
447,146.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF OROPHARYNX
448,146.9,"MALIGNANT NEOPLASM OF OROPHARYNX, UNSPECIFIED SITE"
449,147.1,MALIGNANT NEOPLASM OF POSTERIOR WALL OF NASOPHARYNX
450,147.2,MALIGNANT NEOPLASM OF LATERAL WALL OF NASOPHARYNX
451,147.3,MALIGNANT NEOPLASM OF ANTERIOR WALL OF NASOPHARYNX
452,147.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF NASOPHARYNX
453,147.9,"MALIGNANT NEOPLASM OF NASOPHARYNX, UNSPECIFIED SITE"
454,148.0,MALIGNANT NEOPLASM OF POSTCRICOID REGION OF HYPOPHARYNX
455,148.1,MALIGNANT NEOPLASM OF PYRIFORM SINUS
456,148.2,"MALIGNANT NEOPLASM OF ARYEPIGLOTTIC FOLD, HYPOPHARYNGEAL ASPECT"
457,148.3,MALIGNANT NEOPLASM OF POSTERIOR HYPOPHARYNGEAL WALL
458,148.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF HYPOPHARYNX
459,148.9,"MALIGNANT NEOPLASM OF HYPOPHARYNX, UNSPECIFIED SITE"
460,149.0,"MALIGNANT NEOPLASM OF PHARYNX, UNSPECIFIED"
461,149.8,MALIGNANT NEOPLASM OF OTHER SITES WITHIN THE LIP AND ORAL CAVITY
462,149.9,MALIGNANT NEOPLASM OF ILL-DEFINED SITES WITHIN THE LIP AND ORAL CAVITY
463,150.0,MALIGNANT NEOPLASM OF CERVICAL ESOPHAGUS
464,150.1,MALIGNANT NEOPLASM OF THORACIC ESOPHAGUS
465,150.2,MALIGNANT NEOPLASM OF ABDOMINAL ESOPHAGUS
466,150.3,MALIGNANT NEOPLASM OF UPPER THIRD OF ESOPHAGUS
467,150.4,MALIGNANT NEOPLASM OF MIDDLE THIRD OF ESOPHAGUS
468,150.5,MALIGNANT NEOPLASM OF LOWER THIRD OF ESOPHAGUS
469,150.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED PART OF ESOPHAGUS
470,150.9,"MALIGNANT NEOPLASM OF ESOPHAGUS, UNSPECIFIED SITE"
471,151.0,MALIGNANT NEOPLASM OF CARDIA
472,151.1,MALIGNANT NEOPLASM OF PYLORUS
473,151.2,MALIGNANT NEOPLASM OF PYLORIC ANTRUM
474,151.3,MALIGNANT NEOPLASM OF FUNDUS OF STOMACH
475,151.4,MALIGNANT NEOPLASM OF BODY OF STOMACH
476,151.5,"MALIGNANT NEOPLASM OF LESSER CURVATURE OF STOMACH, UNSPECIFIED"
477,151.6,"MALIGNANT NEOPLASM OF GREATER CURVATURE OF STOMACH, UNSPECIFIED"
478,151.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF STOMACH
479,151.9,"MALIGNANT NEOPLASM OF STOMACH, UNSPECIFIED SITE"
480,152.0,MALIGNANT NEOPLASM OF DUODENUM
481,152.1,MALIGNANT NEOPLASM OF JEJUNUM
482,152.2,MALIGNANT NEOPLASM OF ILEUM
483,152.3,MALIGNANT NEOPLASM OF MECKEL'S DIVERTICULUM
484,152.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF SMALL INTESTINE
485,152.9,"MALIGNANT NEOPLASM OF SMALL INTESTINE, UNSPECIFIED SITE"
486,153.0,MALIGNANT NEOPLASM OF HEPATIC FLEXURE
487,153.1,MALIGNANT NEOPLASM OF TRANSVERSE COLON
488,153.2,MALIGNANT NEOPLASM OF DESCENDING COLON
489,153.3,MALIGNANT NEOPLASM OF SIGMOID COLON
490,153.4,MALIGNANT NEOPLASM OF CECUM
491,153.5,MALIGNANT NEOPLASM OF APPENDIX VERMIFORMIS
492,153.6,MALIGNANT NEOPLASM OF ASCENDING COLON
493,153.7,MALIGNANT NEOPLASM OF SPLENIC FLEXURE
494,153.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF LARGE INTESTINE
495,153.9,"MALIGNANT NEOPLASM OF COLON, UNSPECIFIED SITE"
496,154.0,MALIGNANT NEOPLASM OF RECTOSIGMOID JUNCTION
497,154.1,MALIGNANT NEOPLASM OF RECTUM
498,154.2,MALIGNANT NEOPLASM OF ANAL CANAL
499,154.3,"MALIGNANT NEOPLASM OF ANUS, UNSPECIFIED SITE"
500,154.8,"MALIGNANT NEOPLASM OF OTHER SITES OF RECTUM, RECTOSIGMOID JUNCTION, AND ANUS"
501,155.0,"MALIGNANT NEOPLASM OF LIVER, PRIMARY"
502,155.1,MALIGNANT NEOPLASM OF INTRAHEPATIC BILE DUCTS
503,155.2,"MALIGNANT NEOPLASM OF LIVER, NOT SPECIFIED AS PRIMARY OR SECONDARY"
504,156.0,MALIGNANT NEOPLASM OF GALLBLADDER
505,156.1,MALIGNANT NEOPLASM OF EXTRAHEPATIC BILE DUCTS
506,156.2,MALIGNANT NEOPLASM OF AMPULLA OF VATER
507,156.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF GALLBLADDER AND EXTRAHEPATIC BILE DUCTS
508,156.9,"MALIGNANT NEOPLASM OF BILIARY TRACT, PART UNSPECIFIED SITE"
509,157.0,MALIGNANT NEOPLASM OF HEAD OF PANCREAS
510,157.1,MALIGNANT NEOPLASM OF BODY OF PANCREAS
511,157.2,MALIGNANT NEOPLASM OF TAIL OF PANCREAS
512,157.3,MALIGNANT NEOPLASM OF PANCREATIC DUCT
513,157.4,MALIGNANT NEOPLASM OF ISLETS OF LANGERHANS
514,157.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF PANCREAS
515,157.9,"MALIGNANT NEOPLASM OF PANCREAS, PART UNSPECIFIED"
516,158.0,MALIGNANT NEOPLASM OF RETROPERITONEUM
517,158.8,MALIGNANT NEOPLASM OF SPECIFIED PARTS OF PERITONEUM
518,158.9,"MALIGNANT NEOPLASM OF PERITONEUM, UNSPECIFIED"
519,159.0,"MALIGNANT NEOPLASM OF INTESTINAL TRACT, PART UNSPECIFIED"
520,159.1,"MALIGNANT NEOPLASM OF SPLEEN, NOT ELSEWHERE CLASSIFIED"
521,159.8,MALIGNANT NEOPLASM OF OTHER SITES OF DIGESTIVE SYSTEM AND INTRA-ABDOMINAL ORGANS
522,159.9,MALIGNANT NEOPLASM OF ILL-DEFINED SITES WITHIN THE DIGESTIVE ORGANS AND PERITONEUM
523,160.0,MALIGNANT NEOPLASM OF NASAL CAVITIES
524,160.1,"MALIGNANT NEOPLASM OF AUDITORY TUBE, MIDDLE EAR, AND MASTOID AIR CELLS"
525,160.2,MALIGNANT NEOPLASM OF MAXILLARY SINUS
526,160.3,MALIGNANT NEOPLASM OF ETHMOIDAL SINUS
527,160.4,MALIGNANT NEOPLASM OF FRONTAL SINUS
528,160.5,MALIGNANT NEOPLASM OF SPHENOIDAL SINUS
529,160.8,MALIGNANT NEOPLASM OF OTHER ACCESSORY SINUSES
530,160.9,"MALIGNANT NEOPLASM OF ACCESSORY SINUS, UNSPECIFIED"
531,161.0,MALIGNANT NEOPLASM OF GLOTTIS
532,161.1,MALIGNANT NEOPLASM OF SUPRAGLOTTIS
533,161.2,MALIGNANT NEOPLASM OF SUBGLOTTIS
534,161.3,MALIGNANT NEOPLASM OF LARYNGEAL CARTILAGES
535,161.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF LARYNX
536,161.9,"MALIGNANT NEOPLASM OF LARYNX, UNSPECIFIED"
537,162.0,MALIGNANT NEOPLASM OF TRACHEA
538,162.2,MALIGNANT NEOPLASM OF MAIN BRONCHUS
539,162.3,"MALIGNANT NEOPLASM OF UPPER LOBE, BRONCHUS OR LUNG"
540,162.4,"MALIGNANT NEOPLASM OF MIDDLE LOBE, BRONCHUS OR LUNG"
541,162.5,"MALIGNANT NEOPLASM OF LOWER LOBE, BRONCHUS OR LUNG"
542,162.8,MALIGNANT NEOPLASM OF OTHER PARTS OF BRONCHUS OR LUNG
543,162.9,"MALIGNANT NEOPLASM OF BRONCHUS AND LUNG, UNSPECIFIED"
544,163.0,MALIGNANT NEOPLASM OF PARIETAL PLEURA
545,163.1,MALIGNANT NEOPLASM OF VISCERAL PLEURA
546,163.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF PLEURA
547,163.9,"MALIGNANT NEOPLASM OF PLEURA, UNSPECIFIED"
548,164.0,MALIGNANT NEOPLASM OF THYMUS
549,164.1,MALIGNANT NEOPLASM OF HEART
550,164.2,MALIGNANT NEOPLASM OF ANTERIOR MEDIASTINUM
551,164.3,MALIGNANT NEOPLASM OF POSTERIOR MEDIASTINUM
552,164.8,MALIGNANT NEOPLASM OF OTHER PARTS OF MEDIASTINUM
553,164.9,"MALIGNANT NEOPLASM OF MEDIASTINUM, PART UNSPECIFIED"
554,170.0,"MALIGNANT NEOPLASM OF BONES OF SKULL AND FACE, EXCEPT MANDIBLE"
555,170.1,MALIGNANT NEOPLASM OF MANDIBLE
556,170.2,"MALIGNANT NEOPLASM OF VERTEBRAL COLUMN, EXCLUDING SACRUM AND COCCYX"
557,170.3,"MALIGNANT NEOPLASM OF RIBS, STERNUM, AND CLAVICLE"
558,170.4,MALIGNANT NEOPLASM OF SCAPULA AND LONG BONES OF UPPER LIMB
559,170.5,MALIGNANT NEOPLASM OF SHORT BONES OF UPPER LIMB
560,170.6,"MALIGNANT NEOPLASM OF PELVIC BONES, SACRUM, AND COCCYX"
561,170.7,MALIGNANT NEOPLASM OF LONG BONES OF LOWER LIMB
562,170.8,MALIGNANT NEOPLASM OF SHORT BONES OF LOWER LIMB
563,170.9,"MALIGNANT NEOPLASM OF BONE AND ARTICULAR CARTILAGE, SITE UNSPECIFIED"
564,171.0,"MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF HEAD, FACE, AND NECK"
565,171.2,"MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF UPPER LIMB, INCLUDING SHOULDER"
566,171.3,"MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF LOWER LIMB, INCLUDING HIP"
567,171.4,MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF THORAX
568,171.5,MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF ABDOMEN
569,171.6,MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF PELVIS
570,171.7,"MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF TRUNK, UNSPECIFIED"
571,171.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF CONNECTIVE AND OTHER SOFT TISSUE
572,171.9,"MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE, SITE UNSPECIFIED"
573,172.0,MALIGNANT MELANOMA OF SKIN OF LIP
574,172.1,"MALIGNANT MELANOMA OF SKIN OF EYELID, INCLUDING CANTHUS"
575,172.2,MALIGNANT MELANOMA OF SKIN OF EAR AND EXTERNAL AUDITORY CANAL
576,172.3,MALIGNANT MELANOMA OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE
577,172.4,MALIGNANT MELANOMA OF SKIN OF SCALP AND NECK
578,172.5,"MALIGNANT MELANOMA OF SKIN OF TRUNK, EXCEPT SCROTUM"
579,172.6,"MALIGNANT MELANOMA OF SKIN OF UPPER LIMB, INCLUDING SHOULDER"
580,172.7,"MALIGNANT MELANOMA OF SKIN OF LOWER LIMB, INCLUDING HIP"
581,172.8,MALIGNANT MELANOMA OF OTHER SPECIFIED SITES OF SKIN
582,172.9,"MELANOMA OF SKIN, SITE UNSPECIFIED"
583,174.0,MALIGNANT NEOPLASM OF NIPPLE AND AREOLA OF FEMALE BREAST
584,174.1,MALIGNANT NEOPLASM OF CENTRAL PORTION OF FEMALE BREAST
585,174.2,MALIGNANT NEOPLASM OF UPPER-INNER QUADRANT OF FEMALE BREAST
586,174.3,MALIGNANT NEOPLASM OF LOWER-INNER QUADRANT OF FEMALE BREAST
587,174.4,MALIGNANT NEOPLASM OF UPPER-OUTER QUADRANT OF FEMALE BREAST
588,174.5,MALIGNANT NEOPLASM OF LOWER-OUTER QUADRANT OF FEMALE BREAST
589,174.6,MALIGNANT NEOPLASM OF AXILLARY TAIL OF FEMALE BREAST
590,174.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF FEMALE BREAST
591,174.9,"MALIGNANT NEOPLASM OF BREAST (FEMALE), UNSPECIFIED"
592,175.0,MALIGNANT NEOPLASM OF NIPPLE AND AREOLA OF MALE BREAST
593,175.9,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED SITES OF MALE BREAST
594,176.0,"KAPOSI'S SARCOMA, SKIN"
595,176.1,"KAPOSI'S SARCOMA, SOFT TISSUE"
596,176.2,"KAPOSI'S SARCOMA, PALATE"
597,176.4,"KAPOSI'S SARCOMA, LUNG"
598,176.8,"KAPOSI'S SARCOMA, OTHER SPECIFIED SITES"
599,176.9,"KAPOSI'S SARCOMA, UNSPECIFIED SITE"
600,179,"MALIGNANT NEOPLASM OF UTERUS, PART UNSPECIFIED"
601,180.0,MALIGNANT NEOPLASM OF ENDOCERVIX
602,180.1,MALIGNANT NEOPLASM OF EXOCERVIX
603,180.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF CERVIX
604,180.9,"MALIGNANT NEOPLASM OF CERVIX UTERI, UNSPECIFIED SITE"
605,181,MALIGNANT NEOPLASM OF PLACENTA
606,182.0,"MALIGNANT NEOPLASM OF CORPUS UTERI, EXCEPT ISTHMUS"
607,182.1,MALIGNANT NEOPLASM OF ISTHMUS
608,182.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF BODY OF UTERUS
609,183.0,MALIGNANT NEOPLASM OF OVARY
610,183.2,MALIGNANT NEOPLASM OF FALLOPIAN TUBE
611,183.3,MALIGNANT NEOPLASM OF BROAD LIGAMENT OF UTERUS
612,183.4,MALIGNANT NEOPLASM OF PARAMETRIUM
613,183.5,MALIGNANT NEOPLASM OF ROUND LIGAMENT OF UTERUS
614,183.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF UTERINE ADNEXA
615,183.9,"MALIGNANT NEOPLASM OF UTERINE ADNEXA, UNSPECIFIED SITE"
616,184.0,MALIGNANT NEOPLASM OF VAGINA
617,184.1,MALIGNANT NEOPLASM OF LABIA MAJORA
618,184.2,MALIGNANT NEOPLASM OF LABIA MINORA
619,184.3,MALIGNANT NEOPLASM OF CLITORIS
620,184.4,"MALIGNANT NEOPLASM OF VULVA, UNSPECIFIED SITE"
621,184.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF FEMALE GENITAL ORGANS
622,184.9,"MALIGNANT NEOPLASM OF FEMALE GENITAL ORGAN, SITE UNSPECIFIED"
623,185,MALIGNANT NEOPLASM OF PROSTATE
624,186.0,MALIGNANT NEOPLASM OF UNDESCENDED TESTIS
625,186.9,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED TESTIS
626,187.2,MALIGNANT NEOPLASM OF GLANS PENIS
627,187.3,MALIGNANT NEOPLASM OF BODY OF PENIS
628,187.4,"MALIGNANT NEOPLASM OF PENIS, PART UNSPECIFIED"
629,187.6,MALIGNANT NEOPLASM OF SPERMATIC CORD
630,187.7,MALIGNANT NEOPLASM OF SCROTUM
631,187.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF MALE GENITAL ORGANS
632,187.9,"MALIGNANT NEOPLASM OF MALE GENITAL ORGAN, SITE UNSPECIFIED"
633,188.0,MALIGNANT NEOPLASM OF TRIGONE OF URINARY BLADDER
634,188.1,MALIGNANT NEOPLASM OF DOME OF URINARY BLADDER
635,188.2,MALIGNANT NEOPLASM OF LATERAL WALL OF URINARY BLADDER
636,188.3,MALIGNANT NEOPLASM OF ANTERIOR WALL OF URINARY BLADDER
637,188.4,MALIGNANT NEOPLASM OF POSTERIOR WALL OF URINARY BLADDER
638,188.5,MALIGNANT NEOPLASM OF BLADDER NECK
639,188.6,MALIGNANT NEOPLASM OF URETERIC ORIFICE
640,188.7,MALIGNANT NEOPLASM OF URACHUS
641,188.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF BLADDER
642,188.9,"MALIGNANT NEOPLASM OF BLADDER, PART UNSPECIFIED"
643,189.0,"MALIGNANT NEOPLASM OF KIDNEY, EXCEPT PELVIS"
644,189.1,MALIGNANT NEOPLASM OF RENAL PELVIS
645,189.2,MALIGNANT NEOPLASM OF URETER
646,189.3,MALIGNANT NEOPLASM OF URETHRA
647,189.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF URINARY ORGANS
648,189.9,"MALIGNANT NEOPLASM OF URINARY ORGAN, SITE UNSPECIFIED"
649,190.0,"MALIGNANT NEOPLASM OF EYEBALL, EXCEPT CONJUNCTIVA, CORNEA, RETINA, AND CHOROID"
650,190.1,MALIGNANT NEOPLASM OF ORBIT
651,190.2,MALIGNANT NEOPLASM OF LACRIMAL GLAND
652,190.3,MALIGNANT NEOPLASM OF CONJUNCTIVA
653,190.4,MALIGNANT NEOPLASM OF CORNEA
654,190.5,MALIGNANT NEOPLASM OF RETINA
655,190.6,MALIGNANT NEOPLASM OF CHOROID
656,190.7,MALIGNANT NEOPLASM OF LACRIMAL DUCT
657,190.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF EYE
658,190.9,"MALIGNANT NEOPLASM OF EYE, PART UNSPECIFIED"
659,191.0,"MALIGNANT NEOPLASM OF CEREBRUM, EXCEPT LOBES AND VENTRICLES"
660,191.1,MALIGNANT NEOPLASM OF FRONTAL LOBE
661,191.2,MALIGNANT NEOPLASM OF TEMPORAL LOBE
662,191.3,MALIGNANT NEOPLASM OF PARIETAL LOBE
663,191.4,MALIGNANT NEOPLASM OF OCCIPITAL LOBE
664,191.5,MALIGNANT NEOPLASM OF VENTRICLES
665,191.6,MALIGNANT NEOPLASM OF CEREBELLUM NOS
666,191.7,MALIGNANT NEOPLASM OF BRAIN STEM
667,191.8,MALIGNANT NEOPLASM OF OTHER PARTS OF BRAIN
668,191.9,"MALIGNANT NEOPLASM OF BRAIN, UNSPECIFIED"
669,192.0,MALIGNANT NEOPLASM OF CRANIAL NERVES
670,192.1,MALIGNANT NEOPLASM OF CEREBRAL MENINGES
671,192.2,MALIGNANT NEOPLASM OF SPINAL CORD
672,192.3,MALIGNANT NEOPLASM OF SPINAL MENINGES
673,192.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF NERVOUS SYSTEM
674,192.9,"MALIGNANT NEOPLASM OF NERVOUS SYSTEM, PART UNSPECIFIED"
675,193,MALIGNANT NEOPLASM OF THYROID GLAND
676,194.0,MALIGNANT NEOPLASM OF ADRENAL GLAND
677,194.1,MALIGNANT NEOPLASM OF PARATHYROID GLAND
678,194.3,MALIGNANT NEOPLASM OF PITUITARY GLAND AND CRANIOPHARYNGEAL DUCT
679,194.4,MALIGNANT NEOPLASM OF PINEAL GLAND
680,194.5,MALIGNANT NEOPLASM OF CAROTID BODY
681,194.6,MALIGNANT NEOPLASM OF AORTIC BODY AND OTHER PARAGANGLIA
682,194.8,MALIGNANT NEOPLASM OF OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES
683,194.9,"MALIGNANT NEOPLASM OF ENDOCRINE GLAND, SITE UNSPECIFIED"
684,195.0,"MALIGNANT NEOPLASM OF HEAD, FACE, AND NECK"
685,195.1,MALIGNANT NEOPLASM OF THORAX
686,195.2,MALIGNANT NEOPLASM OF ABDOMEN
687,195.3,MALIGNANT NEOPLASM OF PELVIS
688,195.4,MALIGNANT NEOPLASM OF UPPER LIMB
689,195.5,MALIGNANT NEOPLASM OF LOWER LIMB
690,195.8,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES
691,196.0,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES OF HEAD, FACE, AND NECK"
692,196.1,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRATHORACIC LYMPH NODES
693,196.2,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRA-ABDOMINAL LYMPH NODES
694,196.3,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES OF AXILLA AND UPPER LIMB
695,196.5,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES OF INGUINAL REGION AND LOWER LIMB
696,196.6,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF INTRAPELVIC LYMPH NODES
697,196.8,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES OF MULTIPLE SITES
698,196.9,"SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES, SITE UNSPECIFIED"
699,197.0,SECONDARY MALIGNANT NEOPLASM OF LUNG
700,197.1,SECONDARY MALIGNANT NEOPLASM OF MEDIASTINUM
701,197.2,SECONDARY MALIGNANT NEOPLASM OF PLEURA
702,197.3,SECONDARY MALIGNANT NEOPLASM OF OTHER RESPIRATORY ORGANS
703,197.4,SECONDARY MALIGNANT NEOPLASM OF SMALL INTESTINE INCLUDING DUODENUM
704,197.5,SECONDARY MALIGNANT NEOPLASM OF LARGE INTESTINE AND RECTUM
705,197.6,SECONDARY MALIGNANT NEOPLASM OF RETROPERITONEUM AND PERITONEUM
706,197.7,"MALIGNANT NEOPLASM OF LIVER, SECONDARY"
707,197.8,SECONDARY MALIGNANT NEOPLASM OF OTHER DIGESTIVE ORGANS AND SPLEEN
708,198.0,SECONDARY MALIGNANT NEOPLASM OF KIDNEY
709,198.1,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS
710,198.2,SECONDARY MALIGNANT NEOPLASM OF SKIN
711,198.3,SECONDARY MALIGNANT NEOPLASM OF BRAIN AND SPINAL CORD
712,198.4,SECONDARY MALIGNANT NEOPLASM OF OTHER PARTS OF NERVOUS SYSTEM
713,198.5,SECONDARY MALIGNANT NEOPLASM OF BONE AND BONE MARROW
714,198.6,SECONDARY MALIGNANT NEOPLASM OF OVARY
715,198.7,SECONDARY MALIGNANT NEOPLASM OF ADRENAL GLAND
716,198.81,SECONDARY MALIGNANT NEOPLASM OF BREAST
717,198.82,SECONDARY MALIGNANT NEOPLASM OF GENITAL ORGANS
718,198.89,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES
719,199.0,DISSEMINATED MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE
720,199.1,OTHER MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE
721,200.00,"RETICULOSARCOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
722,200.01,"RETICULOSARCOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
723,200.02,"RETICULOSARCOMA, INTRATHORACIC LYMPH NODES"
724,200.03,"RETICULOSARCOMA, INTRA-ABDOMINAL LYMPH NODES"
725,200.04,"RETICULOSARCOMA, LYMPH NODES OF AXILLA AND UPPER LIMB"
726,200.05,"RETICULOSARCOMA, LYMPH NODES OF INGUINAL REGION AND LOWER LIMB"
